"psraid","sample","month","lang","cregion","state","form","sex","q1","q3","eminuse","intfreq","bbhome3","device1a","smart1","cable1","web1a","q5","date3","date4","game1","game2a","game2b","game2c","game2d","game2e","game2f","game3a","game3b","game4","stud","smjob1","snsjob2a","snsjob2b","auto3","marital","hh1","par","educ2","disa","party","ideo","hisp","race","age","empl"
100084,1,"June","English",3,1,2,"Female",2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,9,9,3,1,1,2,3,1,2,2,2,1,3,2,1,2,1,1,2,1,44,"Employed"
100084,1,"June","English",3,1,2,"Female",2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,9,9,3,1,1,2,3,1,2,2,2,1,3,2,1,2,1,1,2,1,44,"Employed"
100084,1,"June","English",3,1,2,"Female",2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,9,9,3,1,1,2,3,1,2,2,2,1,3,2,1,2,1,1,2,1,44,"Employed"
100084,1,"June","English",3,1,2,"Female",2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,9,9,3,1,1,2,3,1,2,2,2,1,3,2,1,2,1,1,2,1,44,"Employed"
100118,1,"June","English",3,1,2,"Male",1,2,1,2,2,1,1,1,1,1,2,1,2,2,3,9,9,9,9,1,1,2,3,2,2,2,2,1,2,2,2,2,1,2,2,1,58,"Employed"
100129,1,"June","English",4,30,1,"Female",4,4,1,1,1,1,2,2,1,2,1,1,1,1,2,9,1,1,2,1,1,2,3,2,1,1,3,6,1,1,1,2,9,2,2,4,31,"Employed"
100129,1,"June","English",4,30,1,"Female",4,4,1,1,1,1,2,2,1,2,1,1,1,1,2,9,1,1,2,1,1,2,3,2,1,1,3,6,1,1,1,2,9,2,2,4,31,"Employed"
100129,1,"June","English",4,30,1,"Female",4,4,1,1,1,1,2,2,1,2,1,1,1,1,2,9,1,1,2,1,1,2,3,2,1,1,3,6,1,1,1,2,9,2,2,4,31,"Employed"
100129,1,"June","English",4,30,1,"Female",4,4,1,1,1,1,2,2,1,2,1,1,1,1,2,9,1,1,2,1,1,2,3,2,1,1,3,6,1,1,1,2,9,2,2,4,31,"Employed"
100129,1,"June","English",4,30,1,"Female",4,4,1,1,1,1,2,2,1,2,1,1,1,1,2,9,1,1,2,1,1,2,3,2,1,1,3,6,1,1,1,2,9,2,2,4,31,"Employed"
100129,1,"June","English",4,30,1,"Female",4,4,1,1,1,1,2,2,1,2,1,1,1,1,2,9,1,1,2,1,1,2,3,2,1,1,3,6,1,1,1,2,9,2,2,4,31,"Employed"
100129,1,"June","English",4,30,1,"Female",4,4,1,1,1,1,2,2,1,2,1,1,1,1,2,9,1,1,2,1,1,2,3,2,1,1,3,6,1,1,1,2,9,2,2,4,31,"Employed"
100142,1,"June","English",3,45,2,"Male",4,4,2,6,1,9,9,1,2,9,2,1,2,2,3,3,2,3,1,2,2,2,3,9,2,2,2,1,3,2,1,2,2,1,2,1,57,"Employed"
100142,1,"June","English",3,45,2,"Male",4,4,2,6,1,9,9,1,2,9,2,1,2,2,3,3,2,3,1,2,2,2,3,9,2,2,2,1,3,2,1,2,2,1,2,1,57,"Employed"
100142,1,"June","English",3,45,2,"Male",4,4,2,6,1,9,9,1,2,9,2,1,2,2,3,3,2,3,1,2,2,2,3,9,2,2,2,1,3,2,1,2,2,1,2,1,57,"Employed"
100151,1,"June","English",3,51,1,"Female",2,3,1,2,1,1,1,2,1,2,1,2,2,2,1,1,2,1,3,1,1,2,3,2,2,2,2,1,2,1,3,2,9,9,1,2,36,"Unemployed"
100151,1,"June","English",3,51,1,"Female",2,3,1,2,1,1,1,2,1,2,1,2,2,2,1,1,2,1,3,1,1,2,3,2,2,2,2,1,2,1,3,2,9,9,1,2,36,"Unemployed"
100152,1,"June","English",4,49,1,"Female",2,4,1,2,1,1,2,2,1,2,1,2,1,2,3,9,2,9,1,1,9,2,3,2,2,2,3,1,2,1,2,2,1,1,2,1,39,"Unemployed"
100152,1,"June","English",4,49,1,"Female",2,4,1,2,1,1,2,2,1,2,1,2,1,2,3,9,2,9,1,1,9,2,3,2,2,2,3,1,2,1,2,2,1,1,2,1,39,"Unemployed"
100152,1,"June","English",4,49,1,"Female",2,4,1,2,1,1,2,2,1,2,1,2,1,2,3,9,2,9,1,1,9,2,3,2,2,2,3,1,2,1,2,2,1,1,2,1,39,"Unemployed"
100163,1,"June","English",2,27,2,"Female",2,2,1,1,1,1,2,2,1,2,1,1,2,3,1,3,3,2,3,2,1,2,3,2,2,2,3,1,2,2,3,2,9,2,2,1,63,"Employed"
100178,1,"June","English",4,6,2,"Male",1,2,1,3,1,1,1,1,1,1,2,1,1,3,1,1,3,2,2,1,2,2,2,2,2,2,2,6,3,2,1,2,2,2,2,1,19,"Employed"
100178,1,"June","English",4,6,2,"Male",1,2,1,3,1,1,1,1,1,1,2,1,1,3,1,1,3,2,2,1,2,2,2,2,2,2,2,6,3,2,1,2,2,2,2,1,19,"Employed"
100178,1,"June","English",4,6,2,"Male",1,2,1,3,1,1,1,1,1,1,2,1,1,3,1,1,3,2,2,1,2,2,2,2,2,2,2,6,3,2,1,2,2,2,2,1,19,"Employed"
100180,1,"June","English",4,41,2,"Male",3,3,1,5,1,1,2,1,1,2,2,1,1,2,3,2,1,2,1,2,2,2,3,2,2,2,2,6,2,2,1,2,1,1,2,1,28,"Employed"
100180,1,"June","English",4,41,2,"Male",3,3,1,5,1,1,2,1,1,2,2,1,1,2,3,2,1,2,1,2,2,2,3,2,2,2,2,6,2,2,1,2,1,1,2,1,28,"Employed"
100180,1,"June","English",4,41,2,"Male",3,3,1,5,1,1,2,1,1,2,2,1,1,2,3,2,1,2,1,2,2,2,3,2,2,2,2,6,2,2,1,2,1,1,2,1,28,"Employed"
100180,1,"June","English",4,41,2,"Male",3,3,1,5,1,1,2,1,1,2,2,1,1,2,3,2,1,2,1,2,2,2,3,2,2,2,2,6,2,2,1,2,1,1,2,1,28,"Employed"
100180,1,"June","English",4,41,2,"Male",3,3,1,5,1,1,2,1,1,2,2,1,1,2,3,2,1,2,1,2,2,2,3,2,2,2,2,6,2,2,1,2,1,1,2,1,28,"Employed"
100180,1,"June","English",4,41,2,"Male",3,3,1,5,1,1,2,1,1,2,2,1,1,2,3,2,1,2,1,2,2,2,3,2,2,2,2,6,2,2,1,2,1,1,2,1,28,"Employed"
100194,1,"June","English",2,39,2,"Female",1,2,1,2,1,1,2,1,2,2,1,1,2,3,1,9,3,9,3,1,1,2,3,2,2,2,3,1,2,1,2,2,2,2,2,1,49,"Unemployed"
100194,1,"June","English",2,39,2,"Female",1,2,1,2,1,1,2,1,2,2,1,1,2,3,1,9,3,9,3,1,1,2,3,2,2,2,3,1,2,1,2,2,2,2,2,1,49,"Unemployed"
100205,1,"June","English",2,55,2,"Female",2,2,1,2,1,1,1,1,1,2,2,1,1,2,3,3,2,3,2,2,2,2,3,2,2,2,2,6,1,1,2,2,1,9,2,1,45,"Employed"
100205,1,"June","English",2,55,2,"Female",2,2,1,2,1,1,1,1,1,2,2,1,1,2,3,3,2,3,2,2,2,2,3,2,2,2,2,6,1,1,2,2,1,9,2,1,45,"Employed"
100209,1,"June","English",3,37,1,"Male",1,2,1,5,1,1,2,1,2,2,2,1,1,2,1,9,9,9,2,2,2,2,3,2,2,2,2,1,2,2,1,1,1,1,2,1,58,"Unemployed"
100209,1,"June","English",3,37,1,"Male",1,2,1,5,1,1,2,1,2,2,2,1,1,2,1,9,9,9,2,2,2,2,3,2,2,2,2,1,2,2,1,1,1,1,2,1,58,"Unemployed"
100235,1,"June","English",1,9,2,"Female",3,3,1,4,1,1,2,1,1,2,1,1,2,9,9,9,9,9,9,2,9,2,3,2,2,2,2,1,2,2,1,1,1,1,2,1,73,"Employed"
100235,1,"June","English",1,9,2,"Female",3,3,1,4,1,1,2,1,1,2,1,1,2,9,9,9,9,9,9,2,9,2,3,2,2,2,2,1,2,2,1,1,1,1,2,1,73,"Employed"
100239,1,"June","English",4,6,2,"Female",1,2,1,3,1,1,1,2,1,1,2,1,1,2,2,9,1,3,1,1,1,2,2,1,1,2,2,6,4,2,1,2,2,3,1,1,19,"Employed"
100239,1,"June","English",4,6,2,"Female",1,2,1,3,1,1,1,2,1,1,2,1,1,2,2,9,1,3,1,1,1,2,2,1,1,2,2,6,4,2,1,2,2,3,1,1,19,"Employed"
100239,1,"June","English",4,6,2,"Female",1,2,1,3,1,1,1,2,1,1,2,1,1,2,2,9,1,3,1,1,1,2,2,1,1,2,2,6,4,2,1,2,2,3,1,1,19,"Employed"
100239,1,"June","English",4,6,2,"Female",1,2,1,3,1,1,1,2,1,1,2,1,1,2,2,9,1,3,1,1,1,2,2,1,1,2,2,6,4,2,1,2,2,3,1,1,19,"Employed"
100239,1,"June","English",4,6,2,"Female",1,2,1,3,1,1,1,2,1,1,2,1,1,2,2,9,1,3,1,1,1,2,2,1,1,2,2,6,4,2,1,2,2,3,1,1,19,"Employed"
100239,1,"June","English",4,6,2,"Female",1,2,1,3,1,1,1,2,1,1,2,1,1,2,2,9,1,3,1,1,1,2,2,1,1,2,2,6,4,2,1,2,2,3,1,1,19,"Employed"
100239,1,"June","English",4,6,2,"Female",1,2,1,3,1,1,1,2,1,1,2,1,1,2,2,9,1,3,1,1,1,2,2,1,1,2,2,6,4,2,1,2,2,3,1,1,19,"Employed"
100252,1,"June","English",3,12,2,"Male",1,4,1,3,1,1,2,1,1,2,2,2,2,3,9,9,3,9,9,1,1,2,3,2,2,2,3,1,2,2,1,2,1,1,2,1,70,"Employed"
100252,1,"June","English",3,12,2,"Male",1,4,1,3,1,1,2,1,1,2,2,2,2,3,9,9,3,9,9,1,1,2,3,2,2,2,3,1,2,2,1,2,1,1,2,1,70,"Employed"
100254,1,"June","English",3,45,1,"Male",2,3,1,2,1,1,1,1,1,1,1,1,1,2,3,9,2,3,1,1,2,1,1,1,2,2,2,6,3,2,2,2,9,1,2,1,25,"Employed"
100254,1,"June","English",3,45,1,"Male",2,3,1,2,1,1,1,1,1,1,1,1,1,2,3,9,2,3,1,1,2,1,1,1,2,2,2,6,3,2,2,2,9,1,2,1,25,"Employed"
100254,1,"June","English",3,45,1,"Male",2,3,1,2,1,1,1,1,1,1,1,1,1,2,3,9,2,3,1,1,2,1,1,1,2,2,2,6,3,2,2,2,9,1,2,1,25,"Employed"
100254,1,"June","English",3,45,1,"Male",2,3,1,2,1,1,1,1,1,1,1,1,1,2,3,9,2,3,1,1,2,1,1,1,2,2,2,6,3,2,2,2,9,1,2,1,25,"Employed"
100254,1,"June","English",3,45,1,"Male",2,3,1,2,1,1,1,1,1,1,1,1,1,2,3,9,2,3,1,1,2,1,1,1,2,2,2,6,3,2,2,2,9,1,2,1,25,"Employed"
100254,1,"June","English",3,45,1,"Male",2,3,1,2,1,1,1,1,1,1,1,1,1,2,3,9,2,3,1,1,2,1,1,1,2,2,2,6,3,2,2,2,9,1,2,1,25,"Employed"
100262,1,"June","English",2,26,2,"Male",1,2,1,3,2,1,2,1,1,2,2,1,2,9,1,9,9,9,2,2,2,2,3,2,2,2,2,1,2,2,2,1,1,1,2,1,51,"Employed"
100262,1,"June","English",2,26,2,"Male",1,2,1,3,2,1,2,1,1,2,2,1,2,9,1,9,9,9,2,2,2,2,3,2,2,2,2,1,2,2,2,1,1,1,2,1,51,"Employed"
100266,1,"June","English",4,53,2,"Female",1,2,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,9,9,1,1,2,3,2,2,2,9,1,2,2,2,2,2,3,2,1,73,"Employed"
100272,1,"June","English",4,41,1,"Female",3,3,1,2,2,1,1,1,1,1,1,1,2,3,2,9,3,9,2,1,2,2,3,2,2,2,2,1,2,1,3,2,1,2,2,1,40,"Employed"
100272,1,"June","English",4,41,1,"Female",3,3,1,2,2,1,1,1,1,1,1,1,2,3,2,9,3,9,2,1,2,2,3,2,2,2,2,1,2,1,3,2,1,2,2,1,40,"Employed"
100272,1,"June","English",4,41,1,"Female",3,3,1,2,2,1,1,1,1,1,1,1,2,3,2,9,3,9,2,1,2,2,3,2,2,2,2,1,2,1,3,2,1,2,2,1,40,"Employed"
100272,1,"June","English",4,41,1,"Female",3,3,1,2,2,1,1,1,1,1,1,1,2,3,2,9,3,9,2,1,2,2,3,2,2,2,2,1,2,1,3,2,1,2,2,1,40,"Employed"
100298,1,"June","English",1,34,2,"Female",2,3,1,1,1,1,1,1,1,1,1,1,2,9,1,9,9,9,3,1,2,2,3,2,2,2,3,6,1,1,2,2,9,2,2,1,37,"Employed"
100298,1,"June","English",1,34,2,"Female",2,3,1,1,1,1,1,1,1,1,1,1,2,9,1,9,9,9,3,1,2,2,3,2,2,2,3,6,1,1,2,2,9,2,2,1,37,"Employed"
100298,1,"June","English",1,34,2,"Female",2,3,1,1,1,1,1,1,1,1,1,1,2,9,1,9,9,9,3,1,2,2,3,2,2,2,3,6,1,1,2,2,9,2,2,1,37,"Employed"
100300,1,"June","English",3,22,1,"Female",1,4,2,6,1,1,2,2,2,2,1,1,2,3,1,3,3,3,3,1,2,2,3,2,2,2,2,2,1,2,1,1,1,2,2,1,56,"Unemployed"
100300,1,"June","English",3,22,1,"Female",1,4,2,6,1,1,2,2,2,2,1,1,2,3,1,3,3,3,3,1,2,2,3,2,2,2,2,2,1,2,1,1,1,2,2,1,56,"Unemployed"
100301,1,"June","English",3,54,1,"Male",1,2,1,2,1,1,1,1,1,1,1,1,2,9,1,9,2,9,3,1,1,2,3,2,2,2,1,1,2,2,2,2,1,1,2,1,61,"Employed"
100301,1,"June","English",3,54,1,"Male",1,2,1,2,1,1,1,1,1,1,1,1,2,9,1,9,2,9,3,1,1,2,3,2,2,2,1,1,2,2,2,2,1,1,2,1,61,"Employed"
100307,1,"June","English",3,21,2,"Female",4,4,1,4,2,1,2,1,2,2,2,1,2,3,2,3,3,3,3,1,2,2,3,2,2,2,3,2,2,2,1,2,2,1,2,1,60,"Employed"
100307,1,"June","English",3,21,2,"Female",4,4,1,4,2,1,2,1,2,2,2,1,2,3,2,3,3,3,3,1,2,2,3,2,2,2,3,2,2,2,1,2,2,1,2,1,60,"Employed"
100307,1,"June","English",3,21,2,"Female",4,4,1,4,2,1,2,1,2,2,2,1,2,3,2,3,3,3,3,1,2,2,3,2,2,2,3,2,2,2,1,2,2,1,2,1,60,"Employed"
100307,1,"June","English",3,21,2,"Female",4,4,1,4,2,1,2,1,2,2,2,1,2,3,2,3,3,3,3,1,2,2,3,2,2,2,3,2,2,2,1,2,2,1,2,1,60,"Employed"
100307,1,"June","English",3,21,2,"Female",4,4,1,4,2,1,2,1,2,2,2,1,2,3,2,3,3,3,3,1,2,2,3,2,2,2,3,2,2,2,1,2,2,1,2,1,60,"Employed"
100307,1,"June","English",3,21,2,"Female",4,4,1,4,2,1,2,1,2,2,2,1,2,3,2,3,3,3,3,1,2,2,3,2,2,2,3,2,2,2,1,2,2,1,2,1,60,"Employed"
100307,1,"June","English",3,21,2,"Female",4,4,1,4,2,1,2,1,2,2,2,1,2,3,2,3,3,3,3,1,2,2,3,2,2,2,3,2,2,2,1,2,2,1,2,1,60,"Employed"
100308,1,"June","English",2,26,2,"Female",2,2,2,6,2,1,2,2,2,2,2,1,2,9,1,9,2,9,2,1,1,2,3,2,2,2,2,1,2,1,1,2,9,9,2,1,27,"Unemployed"
100308,1,"June","English",2,26,2,"Female",2,2,2,6,2,1,2,2,2,2,2,1,2,9,1,9,2,9,2,1,1,2,3,2,2,2,2,1,2,1,1,2,9,9,2,1,27,"Unemployed"
100308,1,"June","English",2,26,2,"Female",2,2,2,6,2,1,2,2,2,2,2,1,2,9,1,9,2,9,2,1,1,2,3,2,2,2,2,1,2,1,1,2,9,9,2,1,27,"Unemployed"
100308,1,"June","English",2,26,2,"Female",2,2,2,6,2,1,2,2,2,2,2,1,2,9,1,9,2,9,2,1,1,2,3,2,2,2,2,1,2,1,1,2,9,9,2,1,27,"Unemployed"
100308,1,"June","English",2,26,2,"Female",2,2,2,6,2,1,2,2,2,2,2,1,2,9,1,9,2,9,2,1,1,2,3,2,2,2,2,1,2,1,1,2,9,9,2,1,27,"Unemployed"
100308,1,"June","English",2,26,2,"Female",2,2,2,6,2,1,2,2,2,2,2,1,2,9,1,9,2,9,2,1,1,2,3,2,2,2,2,1,2,1,1,2,9,9,2,1,27,"Unemployed"
100308,1,"June","English",2,26,2,"Female",2,2,2,6,2,1,2,2,2,2,2,1,2,9,1,9,2,9,2,1,1,2,3,2,2,2,2,1,2,1,1,2,9,9,2,1,27,"Unemployed"
100310,1,"June","English",1,42,2,"Female",1,1,1,2,1,1,1,1,1,1,1,2,1,3,2,2,3,9,2,9,1,2,3,1,1,2,1,1,2,1,3,2,2,3,2,3,43,"Employed"
100310,1,"June","English",1,42,2,"Female",1,1,1,2,1,1,1,1,1,1,1,2,1,3,2,2,3,9,2,9,1,2,3,1,1,2,1,1,2,1,3,2,2,3,2,3,43,"Employed"
100310,1,"June","English",1,42,2,"Female",1,1,1,2,1,1,1,1,1,1,1,2,1,3,2,2,3,9,2,9,1,2,3,1,1,2,1,1,2,1,3,2,2,3,2,3,43,"Employed"
100316,1,"June","English",3,47,1,"Female",1,4,2,6,1,1,1,1,2,2,2,2,2,3,1,2,9,9,3,1,1,2,3,2,2,2,2,1,2,1,1,2,1,1,2,1,72,"Unemployed"
100316,1,"June","English",3,47,1,"Female",1,4,2,6,1,1,1,1,2,2,2,2,2,3,1,2,9,9,3,1,1,2,3,2,2,2,2,1,2,1,1,2,1,1,2,1,72,"Unemployed"
100320,1,"June","English",2,29,1,"Female",2,2,1,4,1,1,2,1,2,2,1,1,2,9,9,9,9,9,9,1,9,2,3,2,2,2,2,9,9,2,9,1,2,3,9,9,58,"Unemployed"
100335,1,"June","English",1,34,1,"Male",2,2,1,2,1,1,1,1,1,1,1,1,2,2,1,9,2,9,9,1,2,2,3,2,1,2,2,1,2,1,3,2,2,3,2,9,45,"Employed"
100335,1,"June","English",1,34,1,"Male",2,2,1,2,1,1,1,1,1,1,1,1,2,2,1,9,2,9,9,1,2,2,3,2,1,2,2,1,2,1,3,2,2,3,2,9,45,"Employed"
100335,1,"June","English",1,34,1,"Male",2,2,1,2,1,1,1,1,1,1,1,1,2,2,1,9,2,9,9,1,2,2,3,2,1,2,2,1,2,1,3,2,2,3,2,9,45,"Employed"
100364,1,"June","English",2,27,1,"Female",2,1,2,6,1,1,2,1,2,2,2,1,2,2,1,2,3,2,2,1,2,2,3,2,2,2,2,1,2,2,1,2,2,3,2,1,53,"Employed"
100364,1,"June","English",2,27,1,"Female",2,1,2,6,1,1,2,1,2,2,2,1,2,2,1,2,3,2,2,1,2,2,3,2,2,2,2,1,2,2,1,2,2,3,2,1,53,"Employed"
100364,1,"June","English",2,27,1,"Female",2,1,2,6,1,1,2,1,2,2,2,1,2,2,1,2,3,2,2,1,2,2,3,2,2,2,2,1,2,2,1,2,2,3,2,1,53,"Employed"
100364,1,"June","English",2,27,1,"Female",2,1,2,6,1,1,2,1,2,2,2,1,2,2,1,2,3,2,2,1,2,2,3,2,2,2,2,1,2,2,1,2,2,3,2,1,53,"Employed"
100364,1,"June","English",2,27,1,"Female",2,1,2,6,1,1,2,1,2,2,2,1,2,2,1,2,3,2,2,1,2,2,3,2,2,2,2,1,2,2,1,2,2,3,2,1,53,"Employed"
100364,1,"June","English",2,27,1,"Female",2,1,2,6,1,1,2,1,2,2,2,1,2,2,1,2,3,2,2,1,2,2,3,2,2,2,2,1,2,2,1,2,2,3,2,1,53,"Employed"
100364,1,"June","English",2,27,1,"Female",2,1,2,6,1,1,2,1,2,2,2,1,2,2,1,2,3,2,2,1,2,2,3,2,2,2,2,1,2,2,1,2,2,3,2,1,53,"Employed"
100371,1,"June","English",1,36,1,"Male",1,2,1,4,1,1,1,1,2,2,2,2,2,3,9,9,9,9,9,1,1,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,59,"Employed"
100371,1,"June","English",1,36,1,"Male",1,2,1,4,1,1,1,1,2,2,2,2,2,3,9,9,9,9,9,1,1,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,59,"Employed"
100380,1,"June","English",2,26,1,"Male",2,3,1,2,1,1,1,1,1,1,2,1,2,2,2,1,3,2,3,2,2,2,3,1,1,2,2,1,2,2,1,2,1,2,2,1,56,"Employed"
100380,1,"June","English",2,26,1,"Male",2,3,1,2,1,1,1,1,1,1,2,1,2,2,2,1,3,2,3,2,2,2,3,1,1,2,2,1,2,2,1,2,1,2,2,1,56,"Employed"
100390,1,"June","English",1,34,1,"Female",1,2,1,3,1,1,1,1,1,1,1,1,2,2,2,2,3,3,2,1,2,2,1,1,2,2,2,6,3,2,1,2,2,2,2,1,19,"Unemployed"
100390,1,"June","English",1,34,1,"Female",1,2,1,3,1,1,1,1,1,1,1,1,2,2,2,2,3,3,2,1,2,2,1,1,2,2,2,6,3,2,1,2,2,2,2,1,19,"Unemployed"
100390,1,"June","English",1,34,1,"Female",1,2,1,3,1,1,1,1,1,1,1,1,2,2,2,2,3,3,2,1,2,2,1,1,2,2,2,6,3,2,1,2,2,2,2,1,19,"Unemployed"
100390,1,"June","English",1,34,1,"Female",1,2,1,3,1,1,1,1,1,1,1,1,2,2,2,2,3,3,2,1,2,2,1,1,2,2,2,6,3,2,1,2,2,2,2,1,19,"Unemployed"
100390,1,"June","English",1,34,1,"Female",1,2,1,3,1,1,1,1,1,1,1,1,2,2,2,2,3,3,2,1,2,2,1,1,2,2,2,6,3,2,1,2,2,2,2,1,19,"Unemployed"
100390,1,"June","English",1,34,1,"Female",1,2,1,3,1,1,1,1,1,1,1,1,2,2,2,2,3,3,2,1,2,2,1,1,2,2,2,6,3,2,1,2,2,2,2,1,19,"Unemployed"
100390,1,"June","English",1,34,1,"Female",1,2,1,3,1,1,1,1,1,1,1,1,2,2,2,2,3,3,2,1,2,2,1,1,2,2,2,6,3,2,1,2,2,2,2,1,19,"Unemployed"
100408,1,"June","English",4,15,1,"Female",1,2,1,2,1,1,1,1,1,1,2,1,2,9,1,9,3,9,3,1,1,2,3,2,2,2,2,1,3,2,2,2,1,1,2,1,54,"Employed"
100408,1,"June","English",4,15,1,"Female",1,2,1,2,1,1,1,1,1,1,2,1,2,9,1,9,3,9,3,1,1,2,3,2,2,2,2,1,3,2,2,2,1,1,2,1,54,"Employed"
100408,1,"June","English",4,15,1,"Female",1,2,1,2,1,1,1,1,1,1,2,1,2,9,1,9,3,9,3,1,1,2,3,2,2,2,2,1,3,2,2,2,1,1,2,1,54,"Employed"
100408,1,"June","English",4,15,1,"Female",1,2,1,2,1,1,1,1,1,1,2,1,2,9,1,9,3,9,3,1,1,2,3,2,2,2,2,1,3,2,2,2,1,1,2,1,54,"Employed"
100419,1,"June","English",4,35,1,"Female",2,2,1,2,1,1,1,1,1,1,2,1,1,9,1,9,9,9,3,2,1,2,3,2,2,2,2,2,3,2,2,2,2,3,1,1,51,"Employed"
100419,1,"June","English",4,35,1,"Female",2,2,1,2,1,1,1,1,1,1,2,1,1,9,1,9,9,9,3,2,1,2,3,2,2,2,2,2,3,2,2,2,2,3,1,1,51,"Employed"
100441,1,"June","English",2,29,1,"Male",2,2,1,2,1,1,1,1,1,2,2,1,1,1,3,3,1,3,2,2,2,1,3,2,2,2,2,6,1,2,2,2,1,1,2,1,34,"Employed"
100443,1,"June","English",4,6,1,"Male",1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,9,2,1,2,2,3,2,2,2,2,1,2,2,3,2,2,3,2,1,55,"Employed"
100443,1,"June","English",4,6,1,"Male",1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,9,2,1,2,2,3,2,2,2,2,1,2,2,3,2,2,3,2,1,55,"Employed"
100444,1,"June","English",4,6,2,"Male",2,3,1,2,1,1,1,1,1,1,1,1,2,2,3,9,3,9,3,1,2,2,3,1,2,2,3,1,2,2,2,2,2,2,2,1,61,"Employed"
100444,1,"June","English",4,6,2,"Male",2,3,1,2,1,1,1,1,1,1,1,1,2,2,3,9,3,9,3,1,2,2,3,1,2,2,3,1,2,2,2,2,2,2,2,1,61,"Employed"
100463,1,"June","English",4,6,2,"Female",1,2,1,2,1,1,1,1,1,2,1,1,1,9,1,9,3,9,9,1,1,2,3,1,2,2,2,2,1,2,2,1,9,9,2,1,51,"Employed"
100463,1,"June","English",4,6,2,"Female",1,2,1,2,1,1,1,1,1,2,1,1,1,9,1,9,3,9,9,1,1,2,3,1,2,2,2,2,1,2,2,1,9,9,2,1,51,"Employed"
